x y F k L
182.79135976627003 157.58338737941813 0.017877528336263063 0 1219.8998864554246
151.52337851759512 118.81717033975292 0.017567583868575265 0 1219.8998864554246
167.15187519730534 116.0479901736835 0.020817327379949502 0 1219.8998864554246
280.71307942445856 318.24207612953614 0.04513385551174654 0 1219.8998864554246
235.11385171150323 166.29803473188076 0.00633890746443206 0 1219.8998864554246
332.89527778106276 88.35897654353175 0.03286564269265781 0 1219.8998864554246
345.77040815202054 94.40514880407136 0.016790850736697113 0 1219.8998864554246
117.96930128184613 70.08631054486614 0.03482885155070882 0 1219.8998864554246
60.04669288813602 145.9091878932668 0.008679754093801815 0 1219.8998864554246
163.3216345362598 126.09270629764069 0.024971600911036184 0 1219.8998864554246
365.56484385801014 114.79139629227575 0.02489761307723794 0 1219.8998864554246
122.04890775319654 211.17390943982173 0.02745012205937499 0 1219.8998864554246
8.330746888532303 194.87183830642607 0.012338245025172685 0 1219.8998864554246
28.284486426855437 330.35899316018913 0.01646196220088724 0 1219.8998864554246
4.745164027553983 199.95833792199846 0.01511755405540444 0 1219.8998864554246
302.14917329431046 113.65187114279252 0.013160583800146645 0 1219.8998864554246
174.35436566302087 300.1577404065756 0.0344428671705374 0 1219.8998864554246
190.90792977658566 148.42895047331695 0.049503702879078126 0 1219.8998864554246
138.1975742551731 256.8216773652239 0.019354860498868406 0 1219.8998864554246
216.44089797337074 118.81692141469102 0.00828189978507219 0 1219.8998864554246
155.51738637441304 105.83416068402585 0.045899492824238435 0 1219.8998864554246
374.18516528850887 354.3157164385775 0.03674116997416371 0 1219.8998864554246
104.87186039972585 309.8009040841134 0.04716073156410461 0 1219.8998864554246
192.20101872633677 49.89352978009265 0.010960917116400192 0 1219.8998864554246
203.15939337888267 157.82597982615698 0.015868045038105807 0 1219.8998864554246
54.14990569988731 114.91643158660736 0.019209063642737677 0 1219.8998864554246
12.345355804427527 206.8261138483649 0.01337921180468281 0 1219.8998864554246
234.1538270266028 176.6882822412299 0.015263551031287402 0 1219.8998864554246
303.9073078689398 323.76936431683134 0.02161705229522908 0 1219.8998864554246
346.6327290079789 78.59395501145627 0.019836096355278242 0 1219.8998864554246
333.2504794379929 88.28805961820763 0.03940589346443916 1 1184.9681264770666
156.8211586709367 105.47405159741174 0.044171577128750826 1 1184.9681264770666
26.22428692120593 331.1725694948109 0.02067015956608923 1 1184.9681264770666
148.05703294405248 118.96510350925382 0.014779628200360835 1 1184.9681264770666
366.8170019664103 115.38932686380576 0.021184984884623413 1 1184.9681264770666
118.26150926935952 69.25576443609316 0.03382014269073129 1 1184.9681264770666
302.2091498278314 114.87893619050737 0.018972138986735828 1 1184.9681264770666
174.40311760583427 299.2759162589209 0.03476729020315644 1 1184.9681264770666
173.56734442000743 140.8710343093844 0.011332993581892813 1 1184.9681264770666
104.00576288520824 309.1872418153798 0.043678864554492464 1 1184.9681264770666
239.84557103540283 325.19619569939096 0.0015103062113637458 1 1184.9681264770666
121.93367483268958 211.96895941102412 0.025088150679420107 1 1184.9681264770666
190.01817652315367 148.36022253439296 0.05672095902149351 1 1184.9681264770666
203.7352941260906 138.13472089532297 0.006170124666406796 1 1184.9681264770666
137.01420817233156 255.4948454926489 0.024387018051813144 1 1184.9681264770666
301.32096137094777 323.48215953970794 0.03071348618491744 1 1184.9681264770666
55.56128879834432 114.14646463526879 0.017133222820200286 1 1184.9681264770666
350.75998354295734 77.09375840204302 0.018071055016365863 1 1184.9681264770666
11.862805447890423 204.6416642406257 0.02075147383185896 1 1184.9681264770666
235.97214218170848 174.34503546974156 0.012227862596143174 1 1184.9681264770666
161.35665964975487 128.21172886469867 0.027139697859688127 1 1184.9681264770666
2.1652503783116117 196.69904962938745 0.020938191018285906 1 1184.9681264770666
280.9072487434605 318.947379491874 0.038855231242125005 1 1184.9681264770666
184.78164223779459 157.16728071856778 0.021211572711019172 1 1184.9681264770666
208.75411275483202 153.87372511031572 0.0140582434173457 1 1184.9681264770666
374.2782230983721 353.3820474258391 0.03128524820957757 1 1184.9681264770666
164.6180726675084 118.70694848767016 0.02530051044387637 1 1184.9681264770666
279.10056478867773 318.90923449827824 0.04454522011054534 2 1151.9826721022914
104.10640710324515 309.2901656491449 0.0504651655990898 2 1151.9826721022914
116.59828080155421 70.70626823406201 0.03252556827161144 2 1151.9826721022914
233.41489302401897 173.00155993143562 0.020185312499484603 2 1151.9826721022914
374.0932209620951 352.16494016640354 0.032874348538781316 2 1151.9826721022914
56.227813809528016 111.65417810843792 0.02015387155762347 2 1151.9826721022914
124.46369590179529 210.72799716785084 0.028185818902504763 2 1151.9826721022914
18.579370269435458 204.53732229361776 0.013552810598645266 2 1151.9826721022914
174.0205503447214 300.0106584368041 0.03251988899340497 2 1151.9826721022914
120.0218846934149 313.6210539814783 0.0026881575770685145 2 1151.9826721022914
151.8278367439052 117.9899098497117 0.011676417360912041 2 1151.9826721022914
